lemma,adv,bedzie:pl:pri:imperf,bedzie:pl:sec:imperf,bedzie:pl:ter:imperf,bedzie:sg:pri:imperf,bedzie:sg:sec:imperf,bedzie:sg:ter:imperf,fin:pl:pri:imperf,fin:pl:pri:imperf.perf,fin:pl:pri:perf,fin:pl:sec:imperf,fin:pl:sec:imperf.perf,fin:pl:sec:perf,fin:pl:ter:imperf,fin:pl:ter:imperf.perf,fin:pl:ter:perf,fin:sg:pri:imperf,fin:sg:pri:imperf.perf,fin:sg:pri:perf,fin:sg:sec:imperf,fin:sg:sec:imperf.perf,fin:sg:sec:perf,fin:sg:ter:imperf,fin:sg:ter:imperf.perf,fin:sg:ter:perf,impt:pl:pri:imperf,impt:pl:pri:imperf.perf,impt:pl:pri:perf,impt:pl:sec:imperf,impt:pl:sec:imperf.perf,impt:pl:sec:perf,impt:sg:sec:imperf,impt:sg:sec:imperf.perf,impt:sg:sec:perf,inf:imperf,inf:imperf.perf,inf:perf,num:comp,num:pl:acc:m1:rec,num:pl:dat.loc:n1.p1.p2:congr.rec,num:pl:dat:m1.m2.m3.n2.f:congr,num:pl:gen.dat.inst.loc:m1.m2.m3.f.n1.n2.p1.p2:congr,num:pl:gen.dat.inst.loc:m1.m2.m3.f.n2:congr,num:pl:gen.dat.loc:m1.m2.m3.n2.f:congr,num:pl:gen.loc:m1.m2.m3.f.n1.n2.p1.p2:congr,num:pl:gen.loc:m1.m2.m3.n2.f:congr,num:pl:gen:n1.p1.p2:rec,num:pl:inst:f:congr,num:pl:inst:m1.m2.m3.f.n1.n2.p1.p2:congr,num:pl:inst:m1.m2.m3.f.n2:congr,num:pl:inst:m1.m2.m3.n2.f:congr,num:pl:inst:m1.m2.m3.n2:congr,num:pl:inst:n1.p1.p2:rec,num:pl:nom.acc.voc:f:congr,num:pl:nom.acc.voc:m1:rec,num:pl:nom.acc.voc:m2.m3.f.n1.n2.p1.p2:rec,num:pl:nom.acc.voc:m2.m3.f.n2:rec,num:pl:nom.acc.voc:m2.m3.n2.f:congr,num:pl:nom.acc.voc:m2.m3.n2:congr,num:pl:nom.acc.voc:n1.p1.p2:rec,num:pl:nom.acc:m1.m2.m3.f.n1.n2.p1.p2:rec,num:pl:nom.gen.dat.inst.acc.loc.voc:m1.m2.m3.f.n1.n2.p1.p2:rec,num:pl:nom.voc:m1:congr,num:pl:nom.voc:m1:rec,num:sg:nom.gen.dat.inst.acc.loc.voc:f:rec,num:sg:nom.gen.dat.inst.acc.loc.voc:m1.m2.m3.n1.n2:rec,pant:perf,pcon:imperf,praet:pl:m1.p1:imperf,praet:pl:m1.p1:imperf.perf,praet:pl:m1.p1:perf,praet:pl:m2.m3.f.n1.n2.p2.p3:imperf,praet:pl:m2.m3.f.n1.n2.p2.p3:imperf.perf,praet:pl:m2.m3.f.n1.n2.p2.p3:perf,praet:sg:f:imperf,praet:sg:f:imperf.perf,praet:sg:f:perf,praet:sg:m1.m2.m3:imperf,praet:sg:m1.m2.m3:imperf.perf,praet:sg:m1.m2.m3:imperf:agl,praet:sg:m1.m2.m3:perf,praet:sg:m1.m2.m3:perf:agl,praet:sg:n1.n2:imperf,praet:sg:n1.n2:imperf.perf,praet:sg:n1.n2:perf,pred,winien:pl:m1.p1:imperf,winien:pl:m2.m3.f.n1.n2.p2.p3:imperf,winien:sg:f:imperf,winien:sg:m1.m2.m3:imperf,winien:sg:n1.n2:imperf
absolwować,,,,,,,,absolwujemy,,,absolwujecie,,,absolwują,,,absolwuję,,,absolwujesz,,,absolwuje,,,absolwujmy,,,absolwujcie,,,absolwuj,,,absolwować,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,absolwując,absolwowali,,,absolwowały,,,absolwowała,,,absolwował,,,,,absolwowało,,,,,,,,
absorbować,,,,,,,,absorbujemy,,,absorbujecie,,,absorbują,,,absorbuję,,,absorbujesz,,,absorbuje,,,absorbujmy,,,absorbujcie,,,absorbuj,,,absorbować,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,absorbując,absorbowali,,,absorbowały,,,absorbowała,,,absorbował,,,,,absorbowało,,,,,,,,
abstrahować,,,,,,,,abstrahujemy,,,abstrahujecie,,,abstrahują,,,abstrahuję,,,abstrahujesz,,,abstrahuje,,,abstrahujmy,,,abstrahujcie,,,abstrahuj,,,abstrahować,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,abstrahując,abstrahowali,,,abstrahowały,,,abstrahowała,,,abstrahował,,,,,abstrahowało,,,,,,,,
absurdalizować,,,,,,,,absurdalizujemy,,,absurdalizujecie,,,absurdalizują,,,absurdalizuję,,,absurdalizujesz,,,absurdalizuje,,,absurdalizujmy,,,absurdalizujcie,,,absurdalizuj,,,absurdalizować,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,absurdalizując,absurdalizowali,,,absurdalizowały,,,absurdalizowała,,,absurdalizował,,,,,absurdalizowało,,,,,,,,
absztyfikować,,,,,,,,absztyfikujemy,,,absztyfikujecie,,,absztyfikują,,,absztyfikuję,,,absztyfikujesz,,,absztyfikuje,,,absztyfikujmy,,,absztyfikujcie,,,absztyfikuj,,,absztyfikować,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,absztyfikując,absztyfikowali,,,absztyfikowały,,,absztyfikowała,,,absztyfikował,,,,,absztyfikowało,,,,,,,,
abszytować,,,,,,,,abszytujemy,,,abszytujecie,,,abszytują,,,abszytuję,,,abszytujesz,,,abszytuje,,,abszytujmy,,,abszytujcie,,,abszytuj,,,abszytować,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,abszytując,abszytowali,,,abszytowały,,,abszytowała,,,abszytował,,,,,abszytowało,,,,,,,,
acetylować,,,,,,,,acetylujemy,,,acetylujecie,,,acetylują,,,acetyluję,,,acetylujesz,,,acetyluje,,,acetylujmy,,,acetylujcie,,,acetyluj,,,acetylować,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acetylując,acetylowali,,,acetylowały,,,acetylowała,,,acetylował,,,,,acetylowało,,,,,,,,
achać,,,,,,,,achamy,,,achacie,,,achają,,,acham,,,achasz,,,acha,,,achajmy,,,achajcie,,,achaj,,,achać,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,achając,achali,,,achały,,,achała,,,achał,,,,,achało,,,,,,,,
achnąć,,,,,,,,,,achniemy,,,achniecie,,,achną,,,achnę,,,achniesz,,,achnie,,,achnijmy,,,achnijcie,,,achnij,,,achnąć,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,achnąwszy,,,,achnęli,,,achnęły,,,achnęła,,,,achnął,,,,achnęło,,,,,,
acylować,,,,,,,,acylujemy,,,acylujecie,,,acylują,,,acyluję,,,acylujesz,,,acyluje,,,acylujmy,,,acylujcie,,,acyluj,,,acylować,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acylując,acylowali,,,acylowały,,,acylowała,,,acylował,,,,,acylowało,,,,,,,,
adaptować,,,,,,,,,adaptujemy,,,adaptujecie,,,adaptują,,,adaptuję,,,adaptujesz,,,adaptuje,,,adaptujmy,,,adaptujcie,,,adaptuj,,,adaptować,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adaptowawszy,adaptując,,adaptowali,,,adaptowały,,,adaptowała,,,adaptował,,,,,adaptowało,,,,,,,
adiektywizować,,,,,,,,adiektywizujemy,,,adiektywizujecie,,,adiektywizują,,,adiektywizuję,,,adiektywizujesz,,,adiektywizuje,,,adiektywizujmy,,,adiektywizujcie,,,adiektywizuj,,,adiektywizować,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adiektywizując,adiektywizowali,,,adiektywizowały,,,adiektywizowała,,,adiektywizował,,,,,adiektywizowało,,,,,,,,
adiustować,,,,,,,,adiustujemy,,,adiustujecie,,,adiustują,,,adiustuję,,,adiustujesz,,,adiustuje,,,adiustujmy,,,adiustujcie,,,adiustuj,,,adiustować,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adiustując,adiustowali,,,adiustowały,,,adiustowała,,,adiustował,,,,,adiustowało,,,,,,,,
adiutantować,,,,,,,,adiutantujemy,,,adiutantujecie,,,adiutantują,,,adiutantuję,,,adiutantujesz,,,adiutantuje,,,adiutantujmy,,,adiutantujcie,,,adiutantuj,,,adiutantować,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adiutantując,adiutantowali,,,adiutantowały,,,adiutantowała,,,adiutantował,,,,,adiutantowało,,,,,,,,
adjektywizować,,,,,,,,,adjektywizujemy,,,adjektywizujecie,,,adjektywizują,,,adjektywizuję,,,adjektywizujesz,,,adjektywizuje,,,adjektywizujmy,,,adjektywizujcie,,,adjektywizuj,,,adjektywizować,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adjektywizowawszy,adjektywizując,,adjektywizowali,,,adjektywizowały,,,adjektywizowała,,,adjektywizował,,,,,adjektywizowało,,,,,,,
administrować,,,,,,,,administrujemy,,,administrujecie,,,administrują,,,administruję,,,administrujesz,,,administruje,,,administrujmy,,,administrujcie,,,administruj,,,administrować,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,administrując,administrowali,,,administrowały,,,administrowała,,,administrował,,,,,administrowało,,,,,,,,
admirować,,,,,,,,admirujemy,,,admirujecie,,,admirują,,,admiruję,,,admirujesz,,,admiruje,,,admirujmy,,,admirujcie,,,admiruj,,,admirować,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,admirując,admirowali,,,admirowały,,,admirowała,,,admirował,,,,,admirowało,,,,,,,,
adnotować,,,,,,,,adnotujemy,,,adnotujecie,,,adnotują,,,adnotuję,,,adnotujesz,,,adnotuje,,,adnotujmy,,,adnotujcie,,,adnotuj,,,adnotować,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adnotując,adnotowali,,,adnotowały,,,adnotowała,,,adnotował,,,,,adnotowało,,,,,,,,
adoptować,,,,,,,,,adoptujemy,,,adoptujecie,,,adoptują,,,adoptuję,,,adoptujesz,,,adoptuje,,,adoptujmy,,,adoptujcie,,,adoptuj,,,adoptować,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adoptowawszy,adoptując,,adoptowali,,,adoptowały,,,adoptowała,,,adoptował,,,,,adoptowało,,,,,,,
adornować,,,,,,,,,adornujemy,,,adornujecie,,,adornują,,,adornuję,,,adornujesz,,,adornuje,,,adornujmy,,,adornujcie,,,adornuj,,,adornować,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adornowawszy,adornując,,adornowali,,,adornowały,,,adornowała,,,adornował,,,,,adornowało,,,,,,,
adorować,,,,,,,,adorujemy,,,adorujecie,,,adorują,,,adoruję,,,adorujesz,,,adoruje,,,adorujmy,,,adorujcie,,,adoruj,,,adorować,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adorując,adorowali,,,adorowały,,,adorowała,,,adorował,,,,,adorowało,,,,,,,,
adresować,,,,,,,,adresujemy,,,adresujecie,,,adresują,,,adresuję,,,adresujesz,,,adresuje,,,adresujmy,,,adresujcie,,,adresuj,,,adresować,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adresując,adresowali,,,adresowały,,,adresowała,,,adresował,,,,,adresowało,,,,,,,,
adrować,,,,,,,,adrujemy,,,adrujecie,,,adrują,,,adruję,,,adrujesz,,,adruje,,,adrujmy,,,adrujcie,,,adruj,,,adrować,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adrując,adrowali,,,adrowały,,,adrowała,,,adrował,,,,,adrowało,,,,,,,,
adsorbować,,,,,,,,adsorbujemy,,,adsorbujecie,,,adsorbują,,,adsorbuję,,,adsorbujesz,,,adsorbuje,,,adsorbujmy,,,adsorbujcie,,,adsorbuj,,,adsorbować,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adsorbując,adsorbowali,,,adsorbowały,,,adsorbowała,,,adsorbował,,,,,adsorbowało,,,,,,,,
adwokatować,,,,,,,,adwokatujemy,,,adwokatujecie,,,adwokatują,,,adwokatuję,,,adwokatujesz,,,adwokatuje,,,adwokatujmy,,,adwokatujcie,,,adwokatuj,,,adwokatować,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adwokatując,adwokatowali,,,adwokatowały,,,adwokatowała,,,adwokatował,,,,,adwokatowało,,,,,,,,
aerosolować,,,,,,,,aerosolujemy,,,aerosolujecie,,,aerosolują,,,aerosoluję,,,aerosolujesz,,,aerosoluje,,,aerosolujmy,,,aerosolujcie,,,aerosoluj,,,aerosolować,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aerosolując,aerosolowali,,,aerosolowały,,,aerosolowała,,,aerosolował,,,,,aerosolowało,,,,,,,,
aerozolować,,,,,,,,aerozolujemy,,,aerozolujecie,,,aerozolują,,,aerozoluję,,,aerozolujesz,,,aerozoluje,,,aerozolujmy,,,aerozolujcie,,,aerozoluj,,,aerozolować,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aerozolując,aerozolowali,,,aerozolowały,,,aerozolowała,,,aerozolował,,,,,aerozolowało,,,,,,,,
afektować,,,,,,,,afektujemy,,,afektujecie,,,afektują,,,afektuję,,,afektujesz,,,afektuje,,,afektujmy,,,afektujcie,,,afektuj,,,afektować,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,afektując,afektowali,,,afektowały,,,afektowała,,,afektował,,,,,afektowało,,,,,,,,
afiliować,,,,,,,,,afiliujemy,,,afiliujecie,,,afiliują,,,afiliuję,,,afiliujesz,,,afiliuje,,,afiliujmy,,,afiliujcie,,,afiliuj,,,afiliować,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,afiliowawszy,afiliując,,afiliowali,,,afiliowały,,,afiliowała,,,afiliował,,,,,afiliowało,,,,,,,
afinować,,,,,,,,afinujemy,,,afinujecie,,,afinują,,,afinuję,,,afinujesz,,,afinuje,,,afinujmy,,,afinujcie,,,afinuj,,,afinować,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,afinując,afinowali,,,afinowały,,,afinowała,,,afinował,,,,,afinowało,,,,,,,,
afirmować,,,,,,,,,afirmujemy,,,afirmujecie,,,afirmują,,,afirmuję,,,afirmujesz,,,afirmuje,,,afirmujmy,,,afirmujcie,,,afirmuj,,,afirmować,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,afirmowawszy,afirmując,,afirmowali,,,afirmowały,,,afirmowała,,,afirmował,,,,,afirmowało,,,,,,,
afiszować,,,,,,,,afiszujemy,,,afiszujecie,,,afiszują,,,afiszuję,,,afiszujesz,,,afiszuje,,,afiszujmy,,,afiszujcie,,,afiszuj,,,afiszować,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,afiszując,afiszowali,,,afiszowały,,,afiszowała,,,afiszował,,,,,afiszowało,,,,,,,,
afrontować,,,,,,,,afrontujemy,,,afrontujecie,,,afrontują,,,afrontuję,,,afrontujesz,,,afrontuje,,,afrontujmy,,,afrontujcie,,,afrontuj,,,afrontować,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,afrontując,afrontowali,,,afrontowały,,,afrontowała,,,afrontował,,,,,afrontowało,,,,,,,,
afrykanizować,,,,,,,,afrykanizujemy,,,afrykanizujecie,,,afrykanizują,,,afrykanizuję,,,afrykanizujesz,,,afrykanizuje,,,afrykanizujmy,,,afrykanizujcie,,,afrykanizuj,,,afrykanizować,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,afrykanizując,afrykanizowali,,,afrykanizowały,,,afrykanizowała,,,afrykanizował,,,,,afrykanizowało,,,,,,,,
agitować,,,,,,,,agitujemy,,,agitujecie,,,agitują,,,agituję,,,agitujesz,,,agituje,,,agitujmy,,,agitujcie,,,agituj,,,agitować,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,agitując,agitowali,,,agitowały,,,agitowała,,,agitował,,,,,agitowało,,,,,,,,
aglomerować,,,,,,,,aglomerujemy,,,aglomerujecie,,,aglomerują,,,aglomeruję,,,aglomerujesz,,,aglomeruje,,,aglomerujmy,,,aglomerujcie,,,aglomeruj,,,aglomerować,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aglomerując,aglomerowali,,,aglomerowały,,,aglomerowała,,,aglomerował,,,,,aglomerowało,,,,,,,,
aglomeryzować,,,,,,,,aglomeryzujemy,,,aglomeryzujecie,,,aglomeryzują,,,aglomeryzuję,,,aglomeryzujesz,,,aglomeryzuje,,,aglomeryzujmy,,,aglomeryzujcie,,,aglomeryzuj,,,aglomeryzować,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aglomeryzując,aglomeryzowali,,,aglomeryzowały,,,aglomeryzowała,,,aglomeryzował,,,,,aglomeryzowało,,,,,,,,
aglutynować,,,,,,,,aglutynujemy,,,aglutynujecie,,,aglutynują,,,aglutynuję,,,aglutynujesz,,,aglutynuje,,,aglutynujmy,,,aglutynujcie,,,aglutynuj,,,aglutynować,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aglutynując,aglutynowali,,,aglutynowały,,,aglutynowała,,,aglutynował,,,,,aglutynowało,,,,,,,,
agnoskować,,,,,,,,agnoskujemy,,,agnoskujecie,,,agnoskują,,,agnoskuję,,,agnoskujesz,,,agnoskuje,,,agnoskujmy,,,agnoskujcie,,,agnoskuj,,,agnoskować,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,agnoskując,agnoskowali,,,agnoskowały,,,agnoskowała,,,agnoskował,,,,,agnoskowało,,,,,,,,
agrawować,,,,,,,,agrawujemy,,,agrawujecie,,,agrawują,,,agrawuję,,,agrawujesz,,,agrawuje,,,agrawujmy,,,agrawujcie,,,agrawuj,,,agrawować,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,agrawując,agrawowali,,,agrawowały,,,agrawowała,,,agrawował,,,,,agrawowało,,,,,,,,
agregatować,,,,,,,,agregatujemy,,,agregatujecie,,,agregatują,,,agregatuję,,,agregatujesz,,,agregatuje,,,agregatujmy,,,agregatujcie,,,agregatuj,,,agregatować,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,agregatując,agregatowali,,,agregatowały,,,agregatowała,,,agregatował,,,,,agregatowało,,,,,,,,
agregować,,,,,,,,agregujemy,,,agregujecie,,,agregują,,,agreguję,,,agregujesz,,,agreguje,,,agregujmy,,,agregujcie,,,agreguj,,,agregować,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,agregując,agregowali,,,agregowały,,,agregowała,,,agregował,,,,,agregowało,,,,,,,,
ajkować,,,,,,,,ajkujemy,,,ajkujecie,,,ajkują,,,ajkuję,,,ajkujesz,,,ajkuje,,,ajkujmy,,,ajkujcie,,,ajkuj,,,ajkować,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ajkując,ajkowali,,,ajkowały,,,ajkowała,,,ajkował,,,,,ajkowało,,,,,,,,
akać,,,,,,,,akamy,,,akacie,,,akają,,,akam,,,akasz,,,aka,,,akajmy,,,akajcie,,,akaj,,,akać,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,akając,akali,,,akały,,,akała,,,akał,,,,,akało,,,,,,,,
akademizować,,,,,,,,akademizujemy,,,akademizujecie,,,akademizują,,,akademizuję,,,akademizujesz,,,akademizuje,,,akademizujmy,,,akademizujcie,,,akademizuj,,,akademizować,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,akademizując,akademizowali,,,akademizowały,,,akademizowała,,,akademizował,,,,,akademizowało,,,,,,,,
akcentować,,,,,,,,akcentujemy,,,akcentujecie,,,akcentują,,,akcentuję,,,akcentujesz,,,akcentuje,,,akcentujmy,,,akcentujcie,,,akcentuj,,,akcentować,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,akcentując,akcentowali,,,akcentowały,,,akcentowała,,,akcentował,,,,,akcentowało,,,,,,,,
akceptować,,,,,,,,akceptujemy,,,akceptujecie,,,akceptują,,,akceptuję,,,akceptujesz,,,akceptuje,,,akceptujmy,,,akceptujcie,,,akceptuj,,,akceptować,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,akceptując,akceptowali,,,akceptowały,,,akceptowała,,,akceptował,,,,,akceptowało,,,,,,,,
aklamować,,,,,,,,,aklamujemy,,,aklamujecie,,,aklamują,,,aklamuję,,,aklamujesz,,,aklamuje,,,aklamujmy,,,aklamujcie,,,aklamuj,,,aklamować,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aklamowawszy,aklamując,,aklamowali,,,aklamowały,,,aklamowała,,,aklamował,,,,,aklamowało,,,,,,,
aklimatyzować,,,,,,,,,aklimatyzujemy,,,aklimatyzujecie,,,aklimatyzują,,,aklimatyzuję,,,aklimatyzujesz,,,aklimatyzuje,,,aklimatyzujmy,,,aklimatyzujcie,,,aklimatyzuj,,,aklimatyzować,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aklimatyzowawszy,aklimatyzując,,aklimatyzowali,,,aklimatyzowały,,,aklimatyzowała,,,aklimatyzował,,,,,aklimatyzowało,,,,,,,
