lemma,adv,bedzie:pl:pri:imperf,bedzie:pl:sec:imperf,bedzie:pl:ter:imperf,bedzie:sg:pri:imperf,bedzie:sg:sec:imperf,bedzie:sg:ter:imperf,fin:pl:pri:imperf,fin:pl:pri:imperf.perf,fin:pl:pri:perf,fin:pl:sec:imperf,fin:pl:sec:imperf.perf,fin:pl:sec:perf,fin:pl:ter:imperf,fin:pl:ter:imperf.perf,fin:pl:ter:perf,fin:sg:pri:imperf,fin:sg:pri:imperf.perf,fin:sg:pri:perf,fin:sg:sec:imperf,fin:sg:sec:imperf.perf,fin:sg:sec:perf,fin:sg:ter:imperf,fin:sg:ter:imperf.perf,fin:sg:ter:perf,impt:pl:pri:imperf,impt:pl:pri:imperf.perf,impt:pl:pri:perf,impt:pl:sec:imperf,impt:pl:sec:imperf.perf,impt:pl:sec:perf,impt:sg:sec:imperf,impt:sg:sec:imperf.perf,impt:sg:sec:perf,inf:imperf,inf:imperf.perf,inf:perf,num:comp,num:pl:acc:m1:rec,num:pl:dat.loc:n1.p1.p2:congr.rec,num:pl:dat:m1.m2.m3.n2.f:congr,num:pl:gen.dat.inst.loc:m1.m2.m3.f.n1.n2.p1.p2:congr,num:pl:gen.dat.inst.loc:m1.m2.m3.f.n2:congr,num:pl:gen.dat.loc:m1.m2.m3.n2.f:congr,num:pl:gen.loc:m1.m2.m3.f.n1.n2.p1.p2:congr,num:pl:gen.loc:m1.m2.m3.n2.f:congr,num:pl:gen:n1.p1.p2:rec,num:pl:inst:f:congr,num:pl:inst:m1.m2.m3.f.n1.n2.p1.p2:congr,num:pl:inst:m1.m2.m3.f.n2:congr,num:pl:inst:m1.m2.m3.n2.f:congr,num:pl:inst:m1.m2.m3.n2:congr,num:pl:inst:n1.p1.p2:rec,num:pl:nom.acc.voc:f:congr,num:pl:nom.acc.voc:m1:rec,num:pl:nom.acc.voc:m2.m3.f.n1.n2.p1.p2:rec,num:pl:nom.acc.voc:m2.m3.f.n2:rec,num:pl:nom.acc.voc:m2.m3.n2.f:congr,num:pl:nom.acc.voc:m2.m3.n2:congr,num:pl:nom.acc.voc:n1.p1.p2:rec,num:pl:nom.acc:m1.m2.m3.f.n1.n2.p1.p2:rec,num:pl:nom.gen.dat.inst.acc.loc.voc:m1.m2.m3.f.n1.n2.p1.p2:rec,num:pl:nom.voc:m1:congr,num:pl:nom.voc:m1:rec,num:sg:nom.gen.dat.inst.acc.loc.voc:f:rec,num:sg:nom.gen.dat.inst.acc.loc.voc:m1.m2.m3.n1.n2:rec,pant:perf,pcon:imperf,praet:pl:m1.p1:imperf,praet:pl:m1.p1:imperf.perf,praet:pl:m1.p1:perf,praet:pl:m2.m3.f.n1.n2.p2.p3:imperf,praet:pl:m2.m3.f.n1.n2.p2.p3:imperf.perf,praet:pl:m2.m3.f.n1.n2.p2.p3:perf,praet:sg:f:imperf,praet:sg:f:imperf.perf,praet:sg:f:perf,praet:sg:m1.m2.m3:imperf,praet:sg:m1.m2.m3:imperf.perf,praet:sg:m1.m2.m3:imperf:agl,praet:sg:m1.m2.m3:perf,praet:sg:m1.m2.m3:perf:agl,praet:sg:n1.n2:imperf,praet:sg:n1.n2:imperf.perf,praet:sg:n1.n2:perf,pred,winien:pl:m1.p1:imperf,winien:pl:m2.m3.f.n1.n2.p2.p3:imperf,winien:sg:f:imperf,winien:sg:m1.m2.m3:imperf,winien:sg:n1.n2:imperf
napiętnować,,,,,,,,,,napiętnujemy,,,napiętnujecie,,,napiętnują,,,napiętnuję,,,napiętnujesz,,,napiętnuje,,,napiętnujmy,,,napiętnujcie,,,napiętnuj,,,napiętnować,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,napiętnowawszy,,,,napiętnowali,,,napiętnowały,,,napiętnowała,,,,napiętnował,,,,napiętnowało,,,,,,
napiętrzać,,,,,,,,napiętrzamy,,,napiętrzacie,,,napiętrzają,,,napiętrzam,,,napiętrzasz,,,napiętrza,,,napiętrzajmy,,,napiętrzajcie,,,napiętrzaj,,,napiętrzać,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,napiętrzając,napiętrzali,,,napiętrzały,,,napiętrzała,,,napiętrzał,,,,,napiętrzało,,,,,,,,
napiętrzyć,,,,,,,,,,napiętrzymy,,,napiętrzycie,,,napiętrzą,,,napiętrzę,,,napiętrzysz,,,napiętrzy,,,napiętrzmy,,,napiętrzcie,,,napiętrz,,,napiętrzyć,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,napiętrzywszy,,,,napiętrzyli,,,napiętrzyły,,,napiętrzyła,,,,napiętrzył,,,,napiętrzyło,,,,,,
napijać,,,,,,,,napijamy,,,napijacie,,,napijają,,,napijam,,,napijasz,,,napija,,,napijajmy,,,napijajcie,,,napijaj,,,napijać,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,napijając,napijali,,,napijały,,,napijała,,,napijał,,,,,napijało,,,,,,,,
napilnować,,,,,,,,,,napilnujemy,,,napilnujecie,,,napilnują,,,napilnuję,,,napilnujesz,,,napilnuje,,,napilnujmy,,,napilnujcie,,,napilnuj,,,napilnować,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,napilnowawszy,,,,napilnowali,,,napilnowały,,,napilnowała,,,,napilnował,,,,napilnowało,,,,,,
napinać,,,,,,,,napinamy,,,napinacie,,,napinają,,,napinam,,,napinasz,,,napina,,,napinajmy,,,napinajcie,,,napinaj,,,napinać,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,napinając,napinali,,,napinały,,,napinała,,,napinał,,,,,napinało,,,,,,,,
napisać,,,,,,,,,,napiszemy,,,napiszecie,,,napiszą,,,napiszę,,,napiszesz,,,napisze,,,napiszmy,,,napiszcie,,,napisz,,,napisać,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,napisawszy,,,,napisali,,,napisały,,,napisała,,,,napisał,,,,napisało,,,,,,
naplądrować,,,,,,,,,,naplądrujemy,,,naplądrujecie,,,naplądrują,,,naplądruję,,,naplądrujesz,,,naplądruje,,,naplądrujmy,,,naplądrujcie,,,naplądruj,,,naplądrować,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,naplądrowawszy,,,,naplądrowali,,,naplądrowały,,,naplądrowała,,,,naplądrował,,,,naplądrowało,,,,,,
napląsać,,,,,,,,,,napląsamy,,,napląsacie,,,napląsają,,,napląsam,,,napląsasz,,,napląsa,,,napląsajmy,,,napląsajcie,,,napląsaj,,,napląsać,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,napląsawszy,,,,napląsali,,,napląsały,,,napląsała,,,,napląsał,,,,napląsało,,,,,,
naplątać,,,,,,,,,,naplączemy,,,naplątacie,,,naplączą,,,naplączę,,,naplączesz,,,napląta,,,naplączmy,,,naplączcie,,,naplącz,,,naplątać,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,naplątawszy,,,,naplątali,,,naplątały,,,naplątała,,,,naplątał,,,,naplątało,,,,,,
naplenić,,,,,,,,,,naplenimy,,,naplenicie,,,naplenią,,,naplenię,,,naplenisz,,,napleni,,,napleńmy,,,napleńcie,,,napleń,,,naplenić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,napleniwszy,,,,naplenili,,,napleniły,,,napleniła,,,,naplenił,,,,napleniło,,,,,,
napleść,,,,,,,,,,napleciemy,,,napleciecie,,,naplotą,,,naplotę,,,napleciesz,,,naplecie,,,naplećmy,,,naplećcie,,,napleć,,,napleść,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,naplótłszy,,,,napletli,,,naplotły,,,naplotła,,,,naplótł,naplotł,,,naplotło,,,,,,
naplotkować,,,,,,,,,,naplotkujemy,,,naplotkujecie,,,naplotkują,,,naplotkuję,,,naplotkujesz,,,naplotkuje,,,naplotkujmy,,,naplotkujcie,,,naplotkuj,,,naplotkować,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,naplotkowawszy,,,,naplotkowali,,,naplotkowały,,,naplotkowała,,,,naplotkował,,,,naplotkowało,,,,,,
napluć,,,,,,,,,,naplujemy,,,naplujecie,,,naplują,,,napluję,,,naplujesz,,,napluje,,,naplujmy,,,naplujcie,,,napluj,,,napluć,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,napluwszy,,,,napluli,,,napluły,,,napluła,,,,napluł,,,,napluło,,,,,,
naplwać,,,,,,,,,,naplwamy,,,naplwacie,,,naplwają,,,naplwam,,,naplwasz,,,naplwa,,,naplwajmy,,,naplwajcie,,,naplwaj,,,naplwać,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,naplwawszy,,,,naplwali,,,naplwały,,,naplwała,,,,naplwał,,,,naplwało,,,,,,
napłakać,,,,,,,,,,napłaczemy,,,napłaczecie,,,napłaczą,,,napłaczę,,,napłaczesz,,,napłacze,,,napłaczmy,,,napłaczcie,,,napłacz,,,napłakać,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,napłakawszy,,,,napłakali,,,napłakały,,,napłakała,,,,napłakał,,,,napłakało,,,,,,
napłatać,,,,,,,,,,napłatamy,,,napłatacie,,,napłatają,,,napłatam,,,napłatasz,,,napłata,,,napłatajmy,,,napłatajcie,,,napłataj,,,napłatać,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,napłatawszy,,,,napłatali,,,napłatały,,,napłatała,,,,napłatał,,,,napłatało,,,,,,
napłodzić,,,,,,,,,,napłodzimy,,,napłodzicie,,,napłodzą,,,napłodzę,,,napłodzisz,,,napłodzi,,,napłódźmy,,,napłódźcie,,,napłódź,,,napłodzić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,napłodziwszy,,,,napłodzili,,,napłodziły,,,napłodziła,,,,napłodził,,,,napłodziło,,,,,,
napłoszyć,,,,,,,,,,napłoszymy,,,napłoszycie,,,napłoszą,,,napłoszę,,,napłoszysz,,,napłoszy,,,napłoszmy,,,napłoszcie,,,napłosz,,,napłoszyć,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,napłoszywszy,,,,napłoszyli,,,napłoszyły,,,napłoszyła,,,,napłoszył,,,,napłoszyło,,,,,,
napłynąć,,,,,,,,,,napłyniemy,,,napłyniecie,,,napłyną,,,napłynę,,,napłyniesz,,,napłynie,,,napłyńmy,,,napłyńcie,,,napłyń,,,napłynąć,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,napłynąwszy,,,,napłynęli,,,napłynęły,,,napłynęła,,,,napłynął,,,,napłynęło,,,,,,
napływać,,,,,,,,napływamy,,napływamy,napływacie,,napływacie,napływają,,napływają,napływam,,napływam,napływasz,,napływasz,napływa,,napływa,napływajmy,,napływajmy,napływajcie,,napływajcie,napływaj,,napływaj,napływać,,napływać,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,napływawszy,napływając,napływali,,napływali,napływały,,napływały,napływała,,napływała,napływał,,,napływał,,napływało,,napływało,,,,,,
napocić,,,,,,,,,,napocimy,,,napocicie,,,napocą,,,napocę,,,napocisz,,,napoci,,,napoćmy,,,napoćcie,,,napoć,,,napocić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,napociwszy,,,,napocili,,,napociły,,,napociła,,,,napocił,,,,napociło,,,,,,
napocząć,,,,,,,,,,napoczniemy,,,napoczniecie,,,napoczną,,,napocznę,,,napoczniesz,,,napocznie,,,napocznijmy,,,napocznijcie,,,napocznij,,,napocząć,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,napocząwszy,,,,napoczęli,,,napoczęły,,,napoczęła,,,,napoczął,,,,napoczęło,,,,,,
napoczynać,,,,,,,,napoczynamy,,,napoczynacie,,,napoczynają,,,napoczynam,,,napoczynasz,,,napoczyna,,,napoczynajmy,,,napoczynajcie,,,napoczynaj,,,napoczynać,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,napoczynając,napoczynali,,,napoczynały,,,napoczynała,,,napoczynał,,,,,napoczynało,,,,,,,,
napodróżować,,,,,,,,,,napodróżujemy,,,napodróżujecie,,,napodróżują,,,napodróżuję,,,napodróżujesz,,,napodróżuje,,,napodróżujmy,,,napodróżujcie,,,napodróżuj,,,napodróżować,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,napodróżowawszy,,,,napodróżowali,,,napodróżowały,,,napodróżowała,,,,napodróżował,,,,napodróżowało,,,,,,
napodziwiać,,,,,,,,,,napodziwiamy,,,napodziwiacie,,,napodziwiają,,,napodziwiam,,,napodziwiasz,,,napodziwia,,,napodziwiajmy,,,napodziwiajcie,,,napodziwiaj,,,napodziwiać,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,napodziwiawszy,,,,napodziwiali,,,napodziwiały,,,napodziwiała,,,,napodziwiał,,,,napodziwiało,,,,,,
napoić,,,,,,,,,,napoimy,,,napoicie,,,napoją,,,napoję,,,napoisz,,,napoi,,,napójmy,,,napójcie,,,napój,,,napoić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,napoiwszy,,,,napoili,,,napoiły,,,napoiła,,,,napoił,,,,napoiło,,,,,,
napokostować,,,,,,,,,,napokostujemy,,,napokostujecie,,,napokostują,,,napokostuję,,,napokostujesz,,,napokostuje,,,napokostujmy,,,napokostujcie,,,napokostuj,,,napokostować,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,napokostowawszy,,,,napokostowali,,,napokostowały,,,napokostowała,,,,napokostował,,,,napokostowało,,,,,,
napokutować,,,,,,,,,,napokutujemy,,,napokutujecie,,,napokutują,,,napokutuję,,,napokutujesz,,,napokutuje,,,napokutujmy,,,napokutujcie,,,napokutuj,,,napokutować,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,napokutowawszy,,,,napokutowali,,,napokutowały,,,napokutowała,,,,napokutował,,,,napokutowało,,,,,,
napolemizować,,,,,,,,,,napolemizujemy,,,napolemizujecie,,,napolemizują,,,napolemizuję,,,napolemizujesz,,,napolemizuje,,,napolemizujmy,,,napolemizujcie,,,napolemizuj,,,napolemizować,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,napolemizowawszy,,,,napolemizowali,,,napolemizowały,,,napolemizowała,,,,napolemizował,,,,napolemizowało,,,,,,
napolitykować,,,,,,,,,,napolitykujemy,,,napolitykujecie,,,napolitykują,,,napolitykuję,,,napolitykujesz,,,napolitykuje,,,napolitykujmy,,,napolitykujcie,,,napolitykuj,,,napolitykować,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,napolitykowawszy,,,,napolitykowali,,,napolitykowały,,,napolitykowała,,,,napolitykował,,,,napolitykowało,,,,,,
napolować,,,,,,,,,,napolujemy,,,napolujecie,,,napolują,,,napoluję,,,napolujesz,,,napoluje,,,napolujmy,,,napolujcie,,,napoluj,,,napolować,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,napolowawszy,,,,napolowali,,,napolowały,,,napolowała,,,,napolował,,,,napolowało,,,,,,
napomadować,,,,,,,,,,napomadujemy,,,napomadujecie,,,napomadują,,,napomaduję,,,napomadujesz,,,napomaduje,,,napomadujmy,,,napomadujcie,,,napomaduj,,,napomadować,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,napomadowawszy,,,,napomadowali,,,napomadowały,,,napomadowała,,,,napomadował,,,,napomadowało,,,,,,
napominać,,,,,,,,napominamy,,,napominacie,,,napominają,,,napominam,,,napominasz,,,napomina,,,napominajmy,,,napominajcie,,,napominaj,,,napominać,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,napominając,napominali,,,napominały,,,napominała,,,napominał,,,,,napominało,,,,,,,,
napomknąć,,,,,,,,,,napomkniemy,,,napomkniecie,,,napomkną,,,napomknę,,,napomkniesz,,,napomknie,,,napomknijmy,,,napomknijcie,,,napomknij,,,napomknąć,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,napomknąwszy,,,,napomknęli,,,napomknęły,,,napomknęła,,,,napomknął,,,,napomknęło,,,,,,
napomnieć,,,,,,,,,,napomnimy,,,napomnicie,,,napomną,,,napomnę,,,napomnisz,,,napomni,,,napomnijmy,,,napomnijcie,,,napomnij,,,napomnieć,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,napomniawszy,,,,napomnieli,,,napomniały,,,napomniała,,,,napomniał,,,,napomniało,,,,,,
napompować,,,,,,,,,,napompujemy,,,napompujecie,,,napompują,,,napompuję,,,napompujesz,,,napompuje,,,napompujmy,,,napompujcie,,,napompuj,,,napompować,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,napompowawszy,,,,napompowali,,,napompowały,,,napompowała,,,,napompował,,,,napompowało,,,,,,
napompowywać,,,,,,,,napompowujemy,,,napompowujecie,,,napompowują,,,napompowuję,,,napompowujesz,,,napompowuje,,,napompowujmy,,,napompowujcie,,,napompowuj,,,napompowywać,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,napompowując,napompowywali,,,napompowywały,,,napompowywała,,,napompowywał,,,,,napompowywało,,,,,,,,
napomstować,,,,,,,,,,napomstujemy,,,napomstujecie,,,napomstują,,,napomstuję,,,napomstujesz,,,napomstuje,,,napomstujmy,,,napomstujcie,,,napomstuj,,,napomstować,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,napomstowawszy,,,,napomstowali,,,napomstowały,,,napomstowała,,,,napomstował,,,,napomstowało,,,,,,
napomykać,,,,,,,,napomykamy,,,napomykacie,,,napomykają,,,napomykam,,,napomykasz,,,napomyka,,,napomykajmy,,,napomykajcie,,,napomykaj,,,napomykać,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,napomykając,napomykali,,,napomykały,,,napomykała,,,napomykał,,,,,napomykało,,,,,,,,
naponiewierać,,,,,,,,,,naponiewieramy,,,naponiewieracie,,,naponiewierają,,,naponiewieram,,,naponiewierasz,,,naponiewiera,,,naponiewierajmy,,,naponiewierajcie,,,naponiewieraj,,,naponiewierać,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,naponiewierawszy,,,,naponiewierali,,,naponiewierały,,,naponiewierała,,,,naponiewierał,,,,naponiewierało,,,,,,
napoprawiać,,,,,,,,,,napoprawiamy,,,napoprawiacie,,,napoprawiają,,,napoprawiam,,,napoprawiasz,,,napoprawia,,,napoprawiajmy,,,napoprawiajcie,,,napoprawiaj,,,napoprawiać,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,napoprawiawszy,,,,napoprawiali,,,napoprawiały,,,napoprawiała,,,,napoprawiał,,,,napoprawiało,,,,,,
napopychać,,,,,,,,,,napopychamy,,,napopychacie,,,napopychają,,,napopycham,,,napopychasz,,,napopycha,,,napopychajmy,,,napopychajcie,,,napopychaj,,,napopychać,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,napopychawszy,,,,napopychali,,,napopychały,,,napopychała,,,,napopychał,,,,napopychało,,,,,,
naporządzić,,,,,,,,,,naporządzimy,,,naporządzicie,,,naporządzą,,,naporządzę,,,naporządzisz,,,naporządzi,,,naporządźmy,,,naporządźcie,,,naporządź,,,naporządzić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,naporządziwszy,,,,naporządzili,,,naporządziły,,,naporządziła,,,,naporządził,,,,naporządziło,,,,,,
napościć,,,,,,,,,,napościmy,,,napościcie,,,naposzczą,,,naposzczę,,,napościsz,,,napości,,,napośćmy,,,napośćcie,,,napość,,,napościć,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,napościwszy,,,,napościli,,,napościły,,,napościła,,,,napościł,,,,napościło,,,,,,
napotkać,,,,,,,,,,napotkamy,,,napotkacie,,,napotkają,,,napotkam,,,napotkasz,,,napotka,,,napotkajmy,,,napotkajcie,,,napotkaj,,,napotkać,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,napotkawszy,,,,napotkali,,,napotkały,,,napotkała,,,,napotkał,,,,napotkało,,,,,,
napotnieć,,,,,,,,,,napotniejemy,,,napotniejecie,,,napotnieją,,,napotnieję,,,napotniejesz,,,napotnieje,,,napotniejmy,,,napotniejcie,,,napotniej,,,napotnieć,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,napotniawszy,,,,napotnieli,,,napotniały,,,napotniała,,,,napotniał,,,,napotniało,,,,,,
napotykać,,,,,,,,napotykamy,,napotykamy,napotykacie,,napotykacie,napotykają,,napotykają,napotykam,,napotykam,napotykasz,,napotykasz,napotyka,,napotyka,napotykajmy,,napotykajmy,napotykajcie,,napotykajcie,napotykaj,,napotykaj,napotykać,,napotykać,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,napotykawszy,napotykając,napotykali,,napotykali,napotykały,,napotykały,napotykała,,napotykała,napotykał,,,napotykał,,napotykało,,napotykało,,,,,,
napowiadać,,,,,,,,,,napowiadamy,,,napowiadacie,,,napowiadają,,,napowiadam,,,napowiadasz,,,napowiada,,,napowiadajmy,,,napowiadajcie,,,napowiadaj,,,napowiadać,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,napowiadawszy,,,,napowiadali,,,napowiadały,,,napowiadała,,,,napowiadał,,,,napowiadało,,,,,,
napowietrzać,,,,,,,,napowietrzamy,,,napowietrzacie,,,napowietrzają,,,napowietrzam,,,napowietrzasz,,,napowietrza,,,napowietrzajmy,,,napowietrzajcie,,,napowietrzaj,,,napowietrzać,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,napowietrzając,napowietrzali,,,napowietrzały,,,napowietrzała,,,napowietrzał,,,,,napowietrzało,,,,,,,,
napowietrzyć,,,,,,,,,,napowietrzymy,,,napowietrzycie,,,napowietrzą,,,napowietrzę,,,napowietrzysz,,,napowietrzy,,,napowietrzmy,,,napowietrzcie,,,napowietrz,,,napowietrzyć,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,napowietrzywszy,,,,napowietrzyli,,,napowietrzyły,,,napowietrzyła,,,,napowietrzył,,,,napowietrzyło,,,,,,
napowtarzać,,,,,,,,,,napowtarzamy,,,napowtarzacie,,,napowtarzają,,,napowtarzam,,,napowtarzasz,,,napowtarza,,,napowtarzajmy,,,napowtarzajcie,,,napowtarzaj,,,napowtarzać,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,napowtarzawszy,,,,napowtarzali,,,napowtarzały,,,napowtarzała,,,,napowtarzał,,,,napowtarzało,,,,,,
napożyczać,,,,,,,,,,napożyczamy,,,napożyczacie,,,napożyczają,,,napożyczam,,,napożyczasz,,,napożycza,,,napożyczajmy,,,napożyczajcie,,,napożyczaj,,,napożyczać,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,napożyczawszy,,,,napożyczali,,,napożyczały,,,napożyczała,,,,napożyczał,,,,napożyczało,,,,,,
napracować,,,,,,,,,,napracujemy,,,napracujecie,,,napracują,,,napracuję,,,napracujesz,,,napracuje,,,napracujmy,,,napracujcie,,,napracuj,,,napracować,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,napracowawszy,,,,napracowali,,,napracowały,,,napracowała,,,,napracował,,,,napracowało,,,,,,
naprać,,,,,,,,,,napierzemy,,,napierzecie,,,napiorą,,,napiorę,,,napierzesz,,,napierze,,,napierzmy,,,napierzcie,,,napierz,,,naprać,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,naprawszy,,,,naprali,,,naprały,,,naprała,,,,naprał,,,,naprało,,,,,,
napraszać,,,,,,,,napraszamy,,,napraszacie,,,napraszają,,,napraszam,,,napraszasz,,,naprasza,,,napraszajmy,,,napraszajcie,,,napraszaj,,,napraszać,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,napraszając,napraszali,,,napraszały,,,napraszała,,,napraszał,,,,,napraszało,,,,,,,,
naprawiać,,,,,,,,naprawiamy,,,naprawiacie,,,naprawiają,,,naprawiam,,,naprawiasz,,,naprawia,,,naprawiajmy,,,naprawiajcie,,,naprawiaj,,,naprawiać,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,naprawiając,naprawiali,,,naprawiały,,,naprawiała,,,naprawiał,,,,,naprawiało,,,,,,,,
naprawić,,,,,,,,,,naprawimy,,,naprawicie,,,naprawią,,,naprawię,,,naprawisz,,,naprawi,,,naprawmy,,,naprawcie,,,napraw,,,naprawić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,naprawiwszy,,,,naprawili,,,naprawiły,,,naprawiła,,,,naprawił,,,,naprawiło,,,,,,
naprawować,,,,,,,,naprawujemy,,naprawujemy,naprawujecie,,naprawujecie,naprawują,,naprawują,naprawuję,,naprawuję,naprawujesz,,naprawujesz,naprawuje,,naprawuje,naprawujmy,,naprawujmy,naprawujcie,,naprawujcie,naprawuj,,naprawuj,naprawować,,naprawować,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,naprawowawszy,naprawując,naprawowali,,naprawowali,naprawowały,,naprawowały,naprawowała,,naprawowała,naprawował,,,naprawował,,naprawowało,,naprawowało,,,,,,
naprędce,naprędce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
naprężać,,,,,,,,naprężamy,,,naprężacie,,,naprężają,,,naprężam,,,naprężasz,,,napręża,,,naprężajmy,,,naprężajcie,,,naprężaj,,,naprężać,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,naprężając,naprężali,,,naprężały,,,naprężała,,,naprężał,,,,,naprężało,,,,,,,,
naprężyć,,,,,,,,,,naprężymy,,,naprężycie,,,naprężą,,,naprężę,,,naprężysz,,,napręży,,,naprężmy,,,naprężcie,,,napręż,,,naprężyć,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,naprężywszy,,,,naprężyli,,,naprężyły,,,naprężyła,,,,naprężył,,,,naprężyło,,,,,,
naprodukować,,,,,,,,,,naprodukujemy,,,naprodukujecie,,,naprodukują,,,naprodukuję,,,naprodukujesz,,,naprodukuje,,,naprodukujmy,,,naprodukujcie,,,naprodukuj,,,naprodukować,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,naprodukowawszy,,,,naprodukowali,,,naprodukowały,,,naprodukowała,,,,naprodukował,,,,naprodukowało,,,,,,
napromieniać,,,,,,,,napromieniamy,,,napromieniacie,,,napromieniają,,,napromieniam,,,napromieniasz,,,napromienia,,,napromieniajmy,,,napromieniajcie,,,napromieniaj,,,napromieniać,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,napromieniając,napromieniali,,,napromieniały,,,napromieniała,,,napromieniał,,,,,napromieniało,,,,,,,,
napromienić,,,,,,,,,,napromienimy,,,napromienicie,,,napromienią,,,napromienię,,,napromienisz,,,napromieni,,,napromieńmy,,,napromieńcie,,,napromień,,,napromienić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,napromieniwszy,,,,napromienili,,,napromieniły,,,napromieniła,,,,napromienił,,,,napromieniło,,,,,,
napromieniować,,,,,,,,,,napromieniujemy,,,napromieniujecie,,,napromieniują,,,napromieniuję,,,napromieniujesz,,,napromieniuje,,,napromieniujmy,,,napromieniujcie,,,napromieniuj,,,napromieniować,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,napromieniowawszy,,,,napromieniowali,,,napromieniowały,,,napromieniowała,,,,napromieniował,,,,napromieniowało,,,,,,
napromieniowywać,,,,,,,,napromieniowujemy,,,napromieniowujecie,,,napromieniowują,,,napromieniowuję,,,napromieniowujesz,,,napromieniowuje,,,napromieniowujmy,,,napromieniowujcie,,,napromieniowuj,,,napromieniowywać,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,napromieniowując,napromieniowywali,,,napromieniowywały,,,napromieniowywała,,,napromieniowywał,,,,,napromieniowywało,,,,,,,,
naprosić,,,,,,,,,,naprosimy,,,naprosicie,,,naproszą,,,naproszę,,,naprosisz,,,naprosi,,,naprośmy,,,naproście,,,naproś,,,naprosić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,naprosiwszy,,,,naprosili,,,naprosiły,,,naprosiła,,,,naprosił,,,,naprosiło,,,,,,
